game_id,date,player_id,player_name,team,opponent,home_away,position,batting_order,plate_appearances,at_bats,hits,doubles,triples,home_runs,rbi,runs,walks,strikeouts,stolen_bases,innings_pitched,pitches,earned_runs,strikeouts_pitched,walks_allowed,hits_allowed
20260331_KT_Hanwha_004,2026-03-31,HAN01,Hanwha Player 1,Hanwha,KT,A,C,1.0,3,3,2,0,0,0,1,1,0,1,0,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,HAN02,Hanwha Player 2,Hanwha,KT,A,1B,2.0,4,4,2,0,0,0,2,2,0,0,0,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,HAN03,Hanwha Player 3,Hanwha,KT,A,2B,3.0,4,4,0,0,0,0,2,1,0,0,0,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,HAN04,Hanwha Player 4,Hanwha,KT,A,3B,4.0,4,4,2,1,0,0,2,0,0,0,0,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,HAN05,Hanwha Player 5,Hanwha,KT,A,SS,5.0,4,2,0,0,0,0,3,2,2,2,0,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,HAN06,Hanwha Player 6,Hanwha,KT,A,LF,6.0,3,2,0,0,0,0,2,0,1,0,0,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,HAN07,Hanwha Player 7,Hanwha,KT,A,CF,7.0,3,3,1,0,0,0,3,0,0,1,0,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,HAN08,Hanwha Player 8,Hanwha,KT,A,RF,8.0,5,5,1,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,HAN09,Hanwha Player 9,Hanwha,KT,A,DH,9.0,4,4,1,0,0,0,1,2,0,0,0,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,HAN10,Hanwha Player 10,Hanwha,KT,A,P,,0,0,0,0,0,0,0,0,0,0,0,5.0,51,2,5,2,1
20260331_KT_Hanwha_004,2026-03-31,HAN11,Hanwha Player 11,Hanwha,KT,A,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,84,2,0,0,1
20260331_KT_Hanwha_004,2026-03-31,HAN12,Hanwha Player 12,Hanwha,KT,A,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,53,0,1,2,4
20260331_KT_Hanwha_004,2026-03-31,KT01,KT Batter 1,KT,Hanwha,H,C,1.0,3,2,0,0,0,0,1,2,1,1,0,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,KT02,KT Batter 2,KT,Hanwha,H,1B,2.0,5,5,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,KT03,KT Batter 3,KT,Hanwha,H,2B,3.0,3,2,0,0,0,0,2,1,1,1,0,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,KT04,KT Batter 4,KT,Hanwha,H,3B,4.0,5,5,1,1,0,0,2,1,0,1,1,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,KT05,KT Batter 5,KT,Hanwha,H,SS,5.0,3,3,1,1,0,0,0,2,0,0,0,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,KT06,KT Batter 6,KT,Hanwha,H,LF,6.0,4,4,1,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,KT07,KT Batter 7,KT,Hanwha,H,CF,7.0,5,5,2,1,0,0,1,0,0,0,1,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,KT08,KT Batter 8,KT,Hanwha,H,RF,8.0,4,4,2,0,0,0,1,1,0,1,0,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,KT09,KT Batter 9,KT,Hanwha,H,DH,9.0,4,4,2,0,1,1,3,1,0,1,1,0.0,0,0,0,0,0
20260331_KT_Hanwha_004,2026-03-31,KT10,KT Starter,KT,Hanwha,H,P,,0,0,0,0,0,0,0,0,0,0,0,5.0,51,0,3,1,5
20260331_KT_Hanwha_004,2026-03-31,KT11,KT Reliever 1,KT,Hanwha,H,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,74,4,5,0,4
20260331_KT_Hanwha_004,2026-03-31,KT12,KT Reliever 2,KT,Hanwha,H,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,47,2,2,3,6
20260401_KT_SSG_005,2026-04-01,KT01,KT Batter 1,KT,SSG,A,C,1.0,4,4,1,1,0,0,1,2,0,1,0,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,KT02,KT Batter 2,KT,SSG,A,1B,2.0,3,3,1,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,KT03,KT Batter 3,KT,SSG,A,2B,3.0,3,2,1,0,0,0,0,2,1,1,0,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,KT04,KT Batter 4,KT,SSG,A,3B,4.0,4,4,1,1,0,0,0,0,0,1,0,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,KT05,KT Batter 5,KT,SSG,A,SS,5.0,5,4,1,0,0,0,1,1,1,1,0,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,KT06,KT Batter 6,KT,SSG,A,LF,6.0,5,4,0,0,0,0,1,0,1,1,0,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,KT07,KT Batter 7,KT,SSG,A,CF,7.0,5,5,2,0,0,1,2,1,0,1,0,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,KT08,KT Batter 8,KT,SSG,A,RF,8.0,4,4,1,1,0,0,2,0,0,1,1,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,KT09,KT Batter 9,KT,SSG,A,DH,9.0,5,5,0,0,0,0,1,2,0,3,1,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,KT10,KT Starter,KT,SSG,A,P,,0,0,0,0,0,0,0,0,0,0,0,5.0,80,3,1,1,5
20260401_KT_SSG_005,2026-04-01,KT11,KT Reliever 1,KT,SSG,A,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,80,1,3,2,4
20260401_KT_SSG_005,2026-04-01,KT12,KT Reliever 2,KT,SSG,A,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,32,2,5,2,1
20260401_KT_SSG_005,2026-04-01,SSG01,SSG Player 1,SSG,KT,H,C,1.0,4,4,0,0,0,0,2,2,0,1,0,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,SSG02,SSG Player 2,SSG,KT,H,1B,2.0,4,4,1,0,1,0,0,1,0,0,0,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,SSG03,SSG Player 3,SSG,KT,H,2B,3.0,4,4,1,0,0,0,0,1,0,1,0,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,SSG04,SSG Player 4,SSG,KT,H,3B,4.0,5,4,0,0,0,0,2,0,1,1,0,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,SSG05,SSG Player 5,SSG,KT,H,SS,5.0,3,2,1,0,0,1,3,0,1,0,1,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,SSG06,SSG Player 6,SSG,KT,H,LF,6.0,3,3,1,0,0,0,3,0,0,0,1,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,SSG07,SSG Player 7,SSG,KT,H,CF,7.0,3,3,1,0,0,0,3,1,0,0,0,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,SSG08,SSG Player 8,SSG,KT,H,RF,8.0,5,5,1,0,0,1,3,2,0,1,1,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,SSG09,SSG Player 9,SSG,KT,H,DH,9.0,5,5,0,0,0,0,0,1,0,3,0,0.0,0,0,0,0,0
20260401_KT_SSG_005,2026-04-01,SSG10,SSG Player 10,SSG,KT,H,P,,0,0,0,0,0,0,0,0,0,0,0,5.0,31,3,6,2,1
20260401_KT_SSG_005,2026-04-01,SSG11,SSG Player 11,SSG,KT,H,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,61,4,6,0,5
20260401_KT_SSG_005,2026-04-01,SSG12,SSG Player 12,SSG,KT,H,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,25,0,2,3,0
20260402_KT_SSG_005,2026-04-02,KT01,KT Batter 1,KT,SSG,A,C,1.0,5,5,2,0,0,0,3,1,0,2,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,KT02,KT Batter 2,KT,SSG,A,1B,2.0,4,4,1,0,0,0,3,2,0,0,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,KT03,KT Batter 3,KT,SSG,A,2B,3.0,4,4,4,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,KT04,KT Batter 4,KT,SSG,A,3B,4.0,4,3,0,0,0,0,1,1,1,0,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,KT05,KT Batter 5,KT,SSG,A,SS,5.0,5,5,0,0,0,0,1,1,0,2,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,KT06,KT Batter 6,KT,SSG,A,LF,6.0,3,2,1,0,0,0,0,1,1,2,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,KT07,KT Batter 7,KT,SSG,A,CF,7.0,5,5,3,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,KT08,KT Batter 8,KT,SSG,A,RF,8.0,4,4,2,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,KT09,KT Batter 9,KT,SSG,A,DH,9.0,5,5,3,0,0,0,3,1,0,2,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,KT10,KT Starter,KT,SSG,A,P,,0,0,0,0,0,0,0,0,0,0,0,5.0,46,2,3,0,7
20260402_KT_SSG_005,2026-04-02,KT11,KT Reliever 1,KT,SSG,A,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,39,4,1,3,1
20260402_KT_SSG_005,2026-04-02,KT12,KT Reliever 2,KT,SSG,A,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,80,2,3,2,4
20260402_KT_SSG_005,2026-04-02,SSG01,SSG Player 1,SSG,KT,H,C,1.0,4,3,1,0,0,0,0,1,1,1,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,SSG02,SSG Player 2,SSG,KT,H,1B,2.0,3,2,0,0,0,0,3,1,1,0,1,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,SSG03,SSG Player 3,SSG,KT,H,2B,3.0,3,2,1,0,0,0,1,2,1,0,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,SSG04,SSG Player 4,SSG,KT,H,3B,4.0,5,5,1,1,0,0,2,0,0,0,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,SSG05,SSG Player 5,SSG,KT,H,SS,5.0,5,5,4,0,0,0,2,1,0,0,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,SSG06,SSG Player 6,SSG,KT,H,LF,6.0,5,5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,SSG07,SSG Player 7,SSG,KT,H,CF,7.0,4,3,1,0,0,0,3,2,1,0,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,SSG08,SSG Player 8,SSG,KT,H,RF,8.0,4,3,2,1,0,0,2,2,1,0,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,SSG09,SSG Player 9,SSG,KT,H,DH,9.0,5,4,2,0,0,0,1,1,1,2,0,0.0,0,0,0,0,0
20260402_KT_SSG_005,2026-04-02,SSG10,SSG Player 10,SSG,KT,H,P,,0,0,0,0,0,0,0,0,0,0,0,5.0,33,3,4,0,3
20260402_KT_SSG_005,2026-04-02,SSG11,SSG Player 11,SSG,KT,H,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,31,3,2,0,2
20260402_KT_SSG_005,2026-04-02,SSG12,SSG Player 12,SSG,KT,H,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,30,4,2,2,5
20260403_KT_SSG_006,2026-04-03,KT01,KT Batter 1,KT,SSG,H,C,1.0,3,3,0,0,0,0,2,1,0,0,0,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,KT02,KT Batter 2,KT,SSG,H,1B,2.0,4,4,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,KT03,KT Batter 3,KT,SSG,H,2B,3.0,4,3,1,0,0,1,1,1,1,1,0,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,KT04,KT Batter 4,KT,SSG,H,3B,4.0,5,3,0,0,0,0,3,0,2,0,0,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,KT05,KT Batter 5,KT,SSG,H,SS,5.0,3,3,1,1,0,0,0,0,0,1,0,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,KT06,KT Batter 6,KT,SSG,H,LF,6.0,5,5,1,0,0,0,1,2,0,3,0,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,KT07,KT Batter 7,KT,SSG,H,CF,7.0,3,3,2,0,0,0,2,2,0,0,0,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,KT08,KT Batter 8,KT,SSG,H,RF,8.0,3,3,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,KT09,KT Batter 9,KT,SSG,H,DH,9.0,3,3,0,0,0,0,1,1,0,1,0,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,KT10,KT Starter,KT,SSG,H,P,,0,0,0,0,0,0,0,0,0,0,0,5.0,32,2,3,3,0
20260403_KT_SSG_006,2026-04-03,KT11,KT Reliever 1,KT,SSG,H,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,90,1,1,1,2
20260403_KT_SSG_006,2026-04-03,KT12,KT Reliever 2,KT,SSG,H,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,65,0,7,3,7
20260403_KT_SSG_006,2026-04-03,SSG01,SSG Player 1,SSG,KT,A,C,1.0,3,3,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,SSG02,SSG Player 2,SSG,KT,A,1B,2.0,3,3,1,1,0,0,0,1,0,1,0,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,SSG03,SSG Player 3,SSG,KT,A,2B,3.0,3,1,0,0,0,0,3,1,2,2,0,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,SSG04,SSG Player 4,SSG,KT,A,3B,4.0,4,4,2,0,0,0,3,0,0,1,0,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,SSG05,SSG Player 5,SSG,KT,A,SS,5.0,3,3,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,SSG06,SSG Player 6,SSG,KT,A,LF,6.0,5,5,2,1,0,0,0,2,0,1,1,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,SSG07,SSG Player 7,SSG,KT,A,CF,7.0,4,4,1,0,0,0,2,2,0,0,0,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,SSG08,SSG Player 8,SSG,KT,A,RF,8.0,4,4,2,0,0,0,3,1,0,1,1,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,SSG09,SSG Player 9,SSG,KT,A,DH,9.0,5,5,2,0,0,0,2,1,0,0,0,0.0,0,0,0,0,0
20260403_KT_SSG_006,2026-04-03,SSG10,SSG Player 10,SSG,KT,A,P,,0,0,0,0,0,0,0,0,0,0,0,5.0,44,4,2,1,2
20260403_KT_SSG_006,2026-04-03,SSG11,SSG Player 11,SSG,KT,A,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,31,1,1,0,2
20260403_KT_SSG_006,2026-04-03,SSG12,SSG Player 12,SSG,KT,A,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,72,0,0,1,4
20260404_KT_Doosan_007,2026-04-04,DOO01,Doosan Player 1,Doosan,KT,H,C,1.0,4,4,3,0,0,0,3,2,0,1,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,DOO02,Doosan Player 2,Doosan,KT,H,1B,2.0,3,3,0,0,0,0,3,2,0,0,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,DOO03,Doosan Player 3,Doosan,KT,H,2B,3.0,3,3,1,0,1,0,2,1,0,1,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,DOO04,Doosan Player 4,Doosan,KT,H,3B,4.0,3,3,1,0,0,0,3,0,0,1,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,DOO05,Doosan Player 5,Doosan,KT,H,SS,5.0,4,4,0,0,0,0,2,0,0,1,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,DOO06,Doosan Player 6,Doosan,KT,H,LF,6.0,5,4,1,0,0,0,3,2,1,2,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,DOO07,Doosan Player 7,Doosan,KT,H,CF,7.0,5,5,1,0,0,0,2,1,0,2,1,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,DOO08,Doosan Player 8,Doosan,KT,H,RF,8.0,5,4,1,0,0,0,2,0,1,0,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,DOO09,Doosan Player 9,Doosan,KT,H,DH,9.0,4,3,0,0,0,0,2,0,1,0,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,DOO10,Doosan Player 10,Doosan,KT,H,P,,0,0,0,0,0,0,0,0,0,0,0,5.0,80,4,0,1,2
20260404_KT_Doosan_007,2026-04-04,DOO11,Doosan Player 11,Doosan,KT,H,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,67,4,1,2,4
20260404_KT_Doosan_007,2026-04-04,DOO12,Doosan Player 12,Doosan,KT,H,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,67,3,2,0,4
20260404_KT_Doosan_007,2026-04-04,KT01,KT Batter 1,KT,Doosan,A,C,1.0,4,4,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,KT02,KT Batter 2,KT,Doosan,A,1B,2.0,3,2,0,0,0,0,2,1,1,0,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,KT03,KT Batter 3,KT,Doosan,A,2B,3.0,5,5,2,1,0,1,1,1,0,2,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,KT04,KT Batter 4,KT,Doosan,A,3B,4.0,5,5,1,0,0,0,3,0,0,1,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,KT05,KT Batter 5,KT,Doosan,A,SS,5.0,3,2,1,0,0,1,2,2,1,0,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,KT06,KT Batter 6,KT,Doosan,A,LF,6.0,3,3,2,1,0,0,3,1,0,0,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,KT07,KT Batter 7,KT,Doosan,A,CF,7.0,3,3,0,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,KT08,KT Batter 8,KT,Doosan,A,RF,8.0,3,2,1,0,0,1,1,2,1,0,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,KT09,KT Batter 9,KT,Doosan,A,DH,9.0,5,5,3,0,1,0,3,0,0,1,0,0.0,0,0,0,0,0
20260404_KT_Doosan_007,2026-04-04,KT10,KT Starter,KT,Doosan,A,P,,0,0,0,0,0,0,0,0,0,0,0,5.0,58,0,0,3,7
20260404_KT_Doosan_007,2026-04-04,KT11,KT Reliever 1,KT,Doosan,A,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,51,3,3,2,4
20260404_KT_Doosan_007,2026-04-04,KT12,KT Reliever 2,KT,Doosan,A,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,37,0,2,2,4
20260405_KT_Doosan_007,2026-04-05,DOO01,Doosan Player 1,Doosan,KT,H,C,1.0,5,4,1,0,0,0,0,0,1,2,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,DOO02,Doosan Player 2,Doosan,KT,H,1B,2.0,3,3,2,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,DOO03,Doosan Player 3,Doosan,KT,H,2B,3.0,4,3,0,0,0,0,2,2,1,0,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,DOO04,Doosan Player 4,Doosan,KT,H,3B,4.0,3,3,1,0,0,0,2,2,0,0,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,DOO05,Doosan Player 5,Doosan,KT,H,SS,5.0,3,3,1,0,0,0,2,1,0,1,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,DOO06,Doosan Player 6,Doosan,KT,H,LF,6.0,4,4,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,DOO07,Doosan Player 7,Doosan,KT,H,CF,7.0,3,3,1,0,0,0,2,0,0,1,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,DOO08,Doosan Player 8,Doosan,KT,H,RF,8.0,4,4,0,0,0,0,0,2,0,1,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,DOO09,Doosan Player 9,Doosan,KT,H,DH,9.0,5,5,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,DOO10,Doosan Player 10,Doosan,KT,H,P,,0,0,0,0,0,0,0,0,0,0,0,5.0,48,1,0,3,0
20260405_KT_Doosan_007,2026-04-05,DOO11,Doosan Player 11,Doosan,KT,H,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,53,1,4,0,4
20260405_KT_Doosan_007,2026-04-05,DOO12,Doosan Player 12,Doosan,KT,H,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,49,4,6,2,1
20260405_KT_Doosan_007,2026-04-05,KT01,KT Batter 1,KT,Doosan,A,C,1.0,5,3,0,0,0,0,2,0,2,2,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,KT02,KT Batter 2,KT,Doosan,A,1B,2.0,4,4,1,1,0,0,2,2,0,0,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,KT03,KT Batter 3,KT,Doosan,A,2B,3.0,5,5,1,0,0,0,3,0,0,3,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,KT04,KT Batter 4,KT,Doosan,A,3B,4.0,4,3,1,0,0,0,3,2,1,1,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,KT05,KT Batter 5,KT,Doosan,A,SS,5.0,3,3,1,0,0,0,0,2,0,1,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,KT06,KT Batter 6,KT,Doosan,A,LF,6.0,5,5,1,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,KT07,KT Batter 7,KT,Doosan,A,CF,7.0,4,4,0,0,0,0,1,2,0,0,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,KT08,KT Batter 8,KT,Doosan,A,RF,8.0,3,3,0,0,0,0,2,2,0,1,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,KT09,KT Batter 9,KT,Doosan,A,DH,9.0,4,3,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0
20260405_KT_Doosan_007,2026-04-05,KT10,KT Starter,KT,Doosan,A,P,,0,0,0,0,0,0,0,0,0,0,0,5.0,33,2,0,0,2
20260405_KT_Doosan_007,2026-04-05,KT11,KT Reliever 1,KT,Doosan,A,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,37,1,1,1,5
20260405_KT_Doosan_007,2026-04-05,KT12,KT Reliever 2,KT,Doosan,A,P,,0,0,0,0,0,0,0,0,0,0,0,2.0,39,2,3,2,0
20260505_KT_Lotte_023,2026-05-05,KT01,KT Batter 1,KT,Lotte,H,C,1.0,3,2,1,0,0,0,1,2,1,1,0,0.0,0,0,0,0,0
20260505_KT_Lotte_023,2026-05-05,KT02,KT Batter 2,KT,Lotte,H,1B,2.0,3,2,1,0,1,0,1,0,1,0,0,0.0,0,0,0,0,0
20260505_KT_Lotte_023,2026-05-05,KT03,KT Batter 3,KT,Lotte,H,2B,3.0,5,5,1,0,0,0,2,2,0,1,1,0.0,0,0,0,0,0
20260505_KT_Lotte_023,2026-05-05,KT04,KT Batter 4,KT,Lotte,H,3B,4.0,3,3,1,0,0,0,0,0,0,2,1,0.0,0,0,0,0,0
20260505_KT_Lotte_023,2026-05-05,KT05,KT Batter 5,KT,Lotte,H,SS,5.0,3,2,0,0,0,0,2,1,1,0,0,0.0,0,0,0,0,0
20260505_KT_Lotte_023,2026-05-05,KT06,KT Batter 6,KT,Lotte,H,LF,6.0,3,2,0,0,0,0,2,2,1,2,0,0.0,0,0,0,0,0
20260505_KT_Lotte_023,2026-05-05,KT07,KT Batter 7,KT,Lotte,H,CF,7.0,4,2,0,0,0,0,1,0,2,0,1,0.0,0,0,0,0,0
20260505_KT_Lotte_023,2026-05-05,KT08,KT Batter 8,KT,Lotte,H,RF,8.0,3,2,0,0,0,0,3,2,1,0,0,0.0,0,0,0,0,0
20260505_KT_Lotte_023,2026-05-05,KT09,KT Batter 9,KT,Lotte,H,DH,9.0,4,4,1,0,0,0,1,2,0,0,0,0.0,0,0,0,0,0
